YEAR,MONTH,LAKE,STATION,SAMPLING_DATE,"SMPL_DEPTH, m",DEPTH_CODE,QC_ID,SAMPLE_ID,TP_ug_L,rslt_flag
2012,Aug,Michigan,MI11,2012/08/01 23:36 EDT,115.5,B10,RFS,12GA40S10,3.916,
2012,Aug,Michigan,MI11,2012/08/01 23:36 EDT,1.5,SRF,RFS,12GA40S01,3.776,
2012,Aug,Michigan,MI11,2012/08/01 23:36 EDT,123.7,B-,RFS,12GA40S11,3.088,
2012,Aug,Michigan,MI11,2012/08/01 23:36 EDT,9,MEP,RFS,12GA40S02,2.907,
2012,Aug,Michigan,MI11,2012/08/01 23:36 EDT,30,DCL,RFS,12GA40S15,4.517,
2012,Aug,Michigan,MI11,2012/08/01 23:36 EDT,80,MHY,RFS,12GA40S06,2.553,
2013,Aug,Michigan,MI11,2013/08/02 22:37 EDT,1.7,SRF,RFS,13GM41S01,1.706,
2013,Aug,Michigan,MI11,2013/08/02 22:37 EDT,6.1,MEP,RFS,13GM41S02,2.292,
2013,Aug,Michigan,MI11,2013/08/02 22:37 EDT,44,DCL,RFS,13GM41S15,2.485,
2013,Aug,Michigan,MI11,2013/08/02 22:37 EDT,77,MHY,RFS,13GM41S06,2.353,
2013,Aug,Michigan,MI11,2013/08/02 22:37 EDT,114.9,B10,RFS,13GM41S10,3.494,
2013,Aug,Michigan,MI11,2013/08/02 22:37 EDT,122.3,B-,RFS,13GM41S11,1.867,
2013,Mar,Michigan,MI11,2013/03/27 15:50 EDT,1.8,SRF,RFS,13GM10S01,2.765,
2013,Mar,Michigan,MI11,2013/03/27 15:50 EDT,62.5,MID,RFS,13GM10S03,2.174,
2013,Mar,Michigan,MI11,2013/03/27 15:50 EDT,114.9,B10,RFS,13GM10S10,2.143,
2013,Mar,Michigan,MI11,2013/03/27 15:50 EDT,123.1,B-,RFS,13GM10S11,1.482,
2014,Apr,Michigan,MI11,2014/04/17 19:44 EDT,1.9,SRF,RFS,14GM10S01,3.109,
2014,Apr,Michigan,MI11,2014/04/17 19:44 EDT,62.5,MID,RFS,14GM10S03,2.749,
2014,Apr,Michigan,MI11,2014/04/17 19:44 EDT,116.1,B10,RFS,14GM10S10,3.562,
2014,Apr,Michigan,MI11,2014/04/17 19:44 EDT,123.7,B-,RFS,14GM10S11,4.524,
2014,Aug,Michigan,MI11,2014/08/07 00:54 EDT,2,SRF,RFS,14GM41S01,1.706,
2014,Aug,Michigan,MI11,2014/08/07 00:54 EDT,7.6,MEP,RFS,14GM41S02,2.292,
2014,Aug,Michigan,MI11,2014/08/07 00:54 EDT,43.1,DCL,RFS,14GM41S15,2.485,
2014,Aug,Michigan,MI11,2014/08/07 00:54 EDT,79.2,MHY,RFS,14GM41S06,2.353,
2014,Aug,Michigan,MI11,2014/08/07 00:54 EDT,116.4,B10,RFS,14GM41S10,3.494,
2014,Aug,Michigan,MI11,2014/08/07 00:54 EDT,124.5,B-,RFS,14GM41S11,1.867,
2015,Apr,Michigan,MI11,2015/04/15 22:52 GMT,115.8,B10,RFS,15GM10S10,3.291,
2015,Apr,Michigan,MI11,2015/04/15 22:52 GMT,2,SRF,RFS,15GM10S01,3.044,
2015,Apr,Michigan,MI11,2015/04/15 22:52 GMT,123.6,B-,RFS,15GM10S11,3.84,
2015,Apr,Michigan,MI11,2015/04/15 22:52 GMT,62.7,MID,RFS,15GM10S03,3.324,
2015,Aug,Michigan,MI11,2015/08/04 05:23 GMT,116,B10,RFS,15GM41S10,3.509,
2015,Aug,Michigan,MI11,2015/08/04 05:23 GMT,1.9,SRF,RFS,15GM41S01,2.577,
2015,Aug,Michigan,MI11,2015/08/04 05:23 GMT,123.9,B-,RFS,15GM41S11,2.751,
2015,Aug,Michigan,MI11,2015/08/04 05:23 GMT,5,MEP,RFS,15GM41S02,3.08,
2015,Aug,Michigan,MI11,2015/08/04 05:23 GMT,33,DCL,RFS,15GM41S15,4.038,
2015,Aug,Michigan,MI11,2015/08/04 05:23 GMT,75,MHY,RFS,15GM41S06,2.811,
2016,Aug,Michigan,MI11,2016/08/02 03:01 GMT,2,SRF,RFS,16GM40S01,2.586,
2016,Aug,Michigan,MI11,2016/08/02 03:01 GMT,7,MEP,RFS,16GM40S02,2.673,
2016,Aug,Michigan,MI11,2016/08/02 03:01 GMT,33,DCL,RFS,16GM40S15,3.066,
2016,Aug,Michigan,MI11,2016/08/02 03:01 GMT,77,MHY,RFS,16GM40S06,4.343,
2016,Aug,Michigan,MI11,2016/08/02 03:01 GMT,116.2,B10,RFS,16GM40S10,3.4,
2016,Aug,Michigan,MI11,2016/08/02 03:01 GMT,124.6,B-,RFS,16GM40S11,2.7,
2016,Mar,Michigan,MI11,2016/03/26 21:42 GMT,2,SRF,RFS,16GM10S01,2.675,
2016,Mar,Michigan,MI11,2016/03/26 21:42 GMT,62.8,MID,RFS,16GM10S03,2.728,
2016,Mar,Michigan,MI11,2016/03/26 21:42 GMT,116.2,B10,RFS,16GM10S10,2.628,
2016,Mar,Michigan,MI11,2016/03/26 21:42 GMT,124,B-,RFS,16GM10S11,1.966,
2017,Aug,Michigan,MI11,2017/08/02 22:54 GMT,1.9,SRF,RFS,17GM41S01,3.24,
2017,Aug,Michigan,MI11,2017/08/02 22:54 GMT,6,MEP,RFS,17GM41S02,4.31,
2017,Aug,Michigan,MI11,2017/08/02 22:54 GMT,37,DCL,RFS,17GM41S15,4.11,
2017,Aug,Michigan,MI11,2017/08/02 22:54 GMT,76,MHY,RFS,17GM41S06,2.26,
2017,Aug,Michigan,MI11,2017/08/02 22:54 GMT,114.8,B10,RFS,17GM41S10,3.8,
2017,Aug,Michigan,MI11,2017/08/02 22:54 GMT,122.5,B-,RFS,17GM41S11,4.26,
2017,Mar,Michigan,MI11,2017/03/27 00:39 GMT,2,SRF,RFS,17GM10S01,3.225,
2017,Mar,Michigan,MI11,2017/03/27 00:39 GMT,62.2,MID,RFS,17GM10S03,3.717,
2017,Mar,Michigan,MI11,2017/03/27 00:39 GMT,115,B10,RFS,17GM10S10,3.394,
2017,Mar,Michigan,MI11,2017/03/27 00:39 GMT,122.8,B-,RFS,17GM10S11,4.196,
2018,Mar,Michigan,MI11,2018/03/28 22:15 GMT,2,SRF,RFS,18GM00S01,2.2,
2018,Mar,Michigan,MI11,2018/03/28 22:15 GMT,62.5,MID,RFS,18GM00S03,2.645,
2018,Mar,Michigan,MI11,2018/03/28 22:15 GMT,115,B10,RFS,18GM00S10,2.403,
2018,Mar,Michigan,MI11,2018/03/28 22:15 GMT,122.8,B-,RFS,18GM00S11,3.8,
2018,Aug,Michigan,MI11,2018/08/01 22:05 GMT,2,SRF,RFS,18GM40S01,3.2,
2018,Aug,Michigan,MI11,2018/08/01 22:05 GMT,4.9,MEP,RFS,18GM40S02,2.701,
2018,Aug,Michigan,MI11,2018/08/01 22:05 GMT,36,DCL,RFS,18GM40S15,2.425,
2018,Aug,Michigan,MI11,2018/08/01 22:05 GMT,77,MHY,RFS,18GM40S06,2.698,
2018,Aug,Michigan,MI11,2018/08/01 22:05 GMT,114.8,B10,RFS,18GM40S10,2.2,
2018,Aug,Michigan,MI11,2018/08/01 22:05 GMT,122.5,B-,RFS,18GM40S11,2.619,
