YEAR,MONTH,LENGTH,SEX,MAT,AGE
1998,6,110,M,I,1
1998,6,111,M,I,1
1998,6,111,M,I,1
1998,6,100,M,M,1
1998,6,105,M,M,1
1998,6,129,M,M,1
1998,6,124,M,M,1
1998,6,122,M,M,1
1998,6,120,M,M,1
1998,6,131,M,M,1
1998,6,141,M,M,2
1998,6,149,M,M,2
1998,6,156,M,M,2
1998,6,177,M,M,2
1998,6,164,M,M,2
1998,6,161,M,M,2
1998,6,154,M,M,2
1998,6,180,M,M,3
1998,6,192,M,M,3
1998,6,212,M,M,3
1998,6,197,M,M,3
1998,6,176,M,M,3
1998,6,233,M,M,3
1998,6,193,M,M,3
1998,6,209,M,M,3
1998,6,210,M,M,3
1998,6,225,M,M,3
1998,6,178,M,M,3
1998,6,186,M,M,3
1998,6,194,M,M,3
1998,6,212,M,M,3
1998,6,196,M,M,3
1998,6,203,M,M,3
1998,6,209,M,M,3
1998,6,198,M,M,3
1998,6,209,M,M,3
1998,6,184,M,M,3
1998,6,196,M,M,3
1998,6,186,M,M,3
1998,6,184,M,M,3
1998,6,183,M,M,3
1998,6,184,M,M,3
1998,6,169,M,M,3
1998,6,189,M,M,3
1998,6,180,M,M,3
1998,6,179,M,M,3
1998,6,176,M,M,3
1998,6,178,M,M,3
1998,6,208,M,M,3
1998,6,201,M,M,3
1998,6,177,M,M,3
1998,6,178,M,M,3
1998,6,170,M,M,3
1998,6,273,M,M,4
1998,6,200,M,M,4
1998,6,191,M,M,4
1998,6,233,M,M,4
1998,6,302,M,M,4
1998,6,215,M,M,4
1998,6,204,M,M,4
1998,6,260,M,M,4
1998,6,255,M,M,4
1998,6,243,M,M,5
1998,6,214,M,M,5
1998,6,215,M,M,5
1998,6,252,M,M,5
1998,6,223,M,M,7
1998,6,193,M,M,8
1998,6,220,M,M,9
1998,6,204,M,M,10
1998,6,261,M,M,10
1998,6,213,M,M,11
1998,6,228,M,M,11
1998,6,220,M,M,16
1999,6,104,M,I,1
1999,6,75,M,I,1
1999,6,76,M,I,1
1999,6,88,M,I,1
1999,6,66,M,I,1
1999,6,69,M,I,1
1999,6,68,M,I,1
1999,6,81,M,I,1
1999,6,96,M,I,1
1999,6,63,M,I,1
1999,6,68,M,I,1
1999,6,90,M,I,1
1999,6,96,M,I,1
1999,6,100,M,I,1
1999,6,78,M,I,1
1999,6,83,M,I,1
1999,6,87,M,I,1
1999,6,78,M,I,1
1999,6,78,M,I,1
1999,6,245,M,I,7
1999,6,229,M,I,11
1999,6,119,M,M,1
1999,6,94,M,M,1
1999,6,108,M,M,1
1999,6,120,M,M,1
1999,6,104,M,M,1
1999,6,113,M,M,1
1999,6,136,M,M,1
1999,6,107,M,M,1
1999,6,96,M,M,1
1999,6,82,M,M,1
1999,6,147,M,M,1
1999,6,131,M,M,1
1999,6,186,M,M,2
1999,6,182,M,M,2
1999,6,196,M,M,2
1999,6,189,M,M,2
1999,6,162,M,M,2
1999,6,175,M,M,2
1999,6,161,M,M,2
1999,6,121,M,M,2
1999,6,175,M,M,2
1999,6,142,M,M,2
1999,6,166,M,M,2
1999,6,156,M,M,2
1999,6,177,M,M,2
1999,6,134,M,M,2
1999,6,175,M,M,2
1999,6,149,M,M,2
1999,6,194,M,M,2
1999,6,164,M,M,2
1999,6,150,M,M,2
1999,6,138,M,M,2
1999,6,188,M,M,2
1999,6,185,M,M,2
1999,6,156,M,M,2
1999,6,174,M,M,2
1999,6,158,M,M,2
1999,6,161,M,M,2
1999,6,220,M,M,2
1999,6,152,M,M,2
1999,6,146,M,M,2
1999,6,205,M,M,3
1999,6,196,M,M,3
1999,6,191,M,M,3
1999,6,210,M,M,3
1999,6,192,M,M,3
1999,6,203,M,M,3
1999,6,190,M,M,3
1999,6,208,M,M,4
1999,6,200,M,M,4
1999,6,220,M,M,4
1999,6,216,M,M,4
1999,6,198,M,M,4
1999,6,198,M,M,4
1999,6,236,M,M,4
1999,6,211,M,M,4
1999,6,226,M,M,4
1999,6,237,M,M,4
1999,6,233,M,M,4
1999,6,226,M,M,4
1999,6,240,M,M,4
1999,6,250,M,M,4
1999,6,265,M,M,4
1999,6,243,M,M,4
1999,6,235,M,M,4
1999,6,237,M,M,4
1999,6,246,M,M,4
1999,6,241,M,M,4
1999,6,214,M,M,4
1999,6,232,M,M,4
1999,6,216,M,M,4
1999,6,197,M,M,4
1999,6,210,M,M,4
1999,6,206,M,M,4
1999,6,220,M,M,4
1999,6,225,M,M,4
1999,6,202,M,M,4
1999,6,207,M,M,4
1999,6,278,M,M,4
1999,6,220,M,M,4
1999,6,252,M,M,4
1999,6,247,M,M,4
1999,6,271,M,M,5
1999,6,211,M,M,5
1999,6,239,M,M,5
1999,6,253,M,M,5
1999,6,242,M,M,5
1999,6,258,M,M,5
1999,6,252,M,M,5
1999,6,217,M,M,5
1999,6,276,M,M,5
1999,6,285,M,M,5
1999,6,267,M,M,5
1999,6,248,M,M,5
1999,6,252,M,M,6
1999,6,216,M,M,7
1999,6,260,M,M,8
1999,6,256,M,M,8
1999,6,251,M,M,9
1999,6,234,M,M,9
1999,6,208,M,M,11
1999,6,241,M,M,11
1999,6,278,M,M,11
1999,6,223,M,M,11
1999,6,237,M,M,12
1999,6,208,M,M,13
1999,6,255,M,M,14
1999,6,261,M,M,14
1999,6,287,M,M,15
2000,6,84,M,I,1
2000,6,77,M,I,1
2000,6,80,M,I,1
2000,6,85,M,I,1
2000,6,89,M,I,1
2000,6,78,M,I,1
2000,6,78,M,I,1
2000,6,90,M,I,1
2000,6,81,M,I,1
2000,6,146,M,M,3
2000,6,212,M,M,3
2000,6,206,M,M,3
2000,6,208,M,M,3
2000,6,106,M,M,1
2000,6,191,M,M,3
2000,6,190,M,M,3
2000,6,220,M,M,4
2000,6,186,M,M,3
2000,6,206,M,M,3
2000,6,200,M,M,3
2000,6,198,M,M,3
2000,6,210,M,M,3
2000,6,215,M,M,4
2000,6,183,M,M,3
2000,6,220,M,M,4
2000,6,245,M,M,12
2000,6,239,M,M,5
2000,6,238,M,M,10
2000,6,236,M,M,7
2000,6,247,M,M,10
2000,6,155,M,M,2
2000,6,137,M,M,3
2000,6,94,M,M,1
2000,6,90,M,M,1
2000,6,136,M,M,2
2000,6,119,M,M,2
2000,6,116,M,M,1
2000,6,239,M,M,3
2000,6,132,M,M,3
2000,6,114,M,M,2
2000,6,109,M,M,2
2000,6,107,M,M,2
2000,6,208,M,M,3
2000,6,106,M,M,2
2000,6,166,M,M,2
2000,6,136,M,M,3
2000,6,134,M,M,3
2000,6,115,M,M,2
2000,6,106,M,M,1
2000,6,107,M,M,1
2000,6,125,M,M,2
2000,6,142,M,M,2
2000,6,131,M,M,2
2000,6,129,M,M,2
2000,6,95,M,M,1
2000,6,117,M,M,2
2000,6,126,M,M,2
2000,6,137,M,M,2
2000,6,141,M,M,2
2000,6,131,M,M,2
2000,6,104,M,M,2
2000,6,204,M,M,3
2000,6,210,M,M,3
2000,6,201,M,M,2
2000,6,211,M,M,3
2000,6,212,M,M,3
2000,6,236,M,M,6
2000,6,222,M,M,3
2000,6,190,M,M,3
2000,6,202,M,M,3
2000,6,211,M,M,5
2000,6,277,M,M,6
2000,6,261,M,M,6
2000,6,257,M,M,6
2000,6,217,M,M,4
2000,6,195,M,M,3
2000,6,224,M,M,3
2000,6,212,M,M,3
2000,6,238,M,M,4
2000,6,142,M,M,3
2000,6,124,M,M,2
2000,6,163,M,M,2
2000,6,102,M,M,1
2000,6,97,M,M,1
2000,6,127,M,M,2
2000,6,125,M,M,3
2000,6,140,M,M,2
2000,6,135,M,M,2
2000,6,106,M,M,2
2000,6,251,M,M,6
2000,6,201,M,M,5
2000,6,221,M,M,3
2000,6,221,M,M,5
2000,6,296,M,M,5
2001,6,120,M,I,3
2001,6,72,M,I,1
2001,6,92,M,I,2
2001,6,90,M,I,2
2001,6,224,M,M,4
2001,6,194,M,M,4
2001,6,152,M,M,5
2001,6,272,M,M,4
2001,6,245,M,M,9
2001,6,196,M,M,4
2001,6,201,M,M,3
2001,6,212,M,M,10
2001,6,194,M,M,6
2001,6,200,M,M,4
2001,6,214,M,M,5
2001,6,172,M,M,4
2001,6,205,M,M,4
2001,6,230,M,M,4
2001,6,201,M,M,3
2001,6,139,M,M,4
2001,6,148,M,M,3
2001,6,152,M,M,3
2001,6,141,M,M,3
2001,6,158,M,M,3
2001,6,150,M,M,4
2001,6,135,M,M,3
2001,6,132,M,M,3
2001,6,133,M,M,3
2001,6,157,M,M,3
2001,6,128,M,M,3
2001,6,155,M,M,3
2001,6,188,M,M,3
2001,6,185,M,M,3
2001,6,196,M,M,3
2001,6,175,M,M,3
2001,6,207,M,M,5
2001,6,209,M,M,6
2001,6,142,M,M,3
2001,6,203,M,M,3
2001,6,213,M,M,3
2001,6,198,M,M,4
2001,6,238,M,M,3
2001,6,188,M,M,4
2001,6,250,M,M,3
2001,6,263,M,M,7
2001,6,256,M,M,3
2001,6,139,M,M,3
2001,6,140,M,M,3
2001,6,236,M,M,3
2001,6,141,M,M,4
2001,6,164,M,M,3
2001,6,131,M,M,3
2001,6,134,M,M,3
2001,6,161,M,M,3
2001,6,139,M,M,3
2001,6,151,M,M,3
2001,6,148,M,M,6
2001,6,137,M,M,3
2001,6,164,M,M,3
2001,6,129,M,M,3
2001,6,159,M,M,5
2001,6,171,M,M,3
2001,6,142,M,M,3
2001,6,123,M,M,3
2001,6,127,M,M,4
2001,6,167,M,M,3
2001,6,156,M,M,3
2001,6,126,M,M,3
2001,6,144,M,M,5
2001,6,197,M,M,8
2001,6,211,M,M,3
2001,6,212,M,M,3
2001,6,210,M,M,4
2001,6,217,M,M,3
2001,6,194,M,M,3
2001,6,210,M,M,5
2001,6,275,M,M,5
2001,6,198,M,M,4
2001,6,202,M,M,5
2001,6,194,M,M,4
2001,6,171,M,M,3
2001,6,216,M,M,5
2001,6,234,M,M,6
2001,6,163,M,M,3
2001,6,255,M,M,8
2001,6,242,M,M,4
2001,6,188,M,M,3
2001,6,255,M,M,3
2001,6,183,M,M,3
2001,6,188,M,M,6
2001,6,187,M,M,5
2001,6,172,M,M,3
2001,6,168,M,M,3
2001,6,185,M,M,3
2001,6,143,M,M,3
2001,6,164,M,M,3
2001,6,182,M,M,5
2001,6,202,M,M,4
2001,6,126,M,M,3
2001,6,161,M,M,4
2001,6,124,M,M,3
2001,6,161,M,M,3
2001,6,122,M,M,3
2001,6,252,M,M,6
2001,6,220,M,M,6
2001,6,221,M,M,3
2002,6,69,M,I,1
2002,6,78,M,I,1
2002,6,71,M,I,1
2002,6,73,M,I,1
2002,6,58,M,I,1
2002,6,81,M,I,1
2002,6,93,M,I,1
2002,6,86,M,I,1
2002,6,82,M,I,1
2002,6,76,M,I,1
2002,6,212,M,M,5
2002,6,235,M,M,6
2002,6,245,M,M,5
2002,6,247,M,M,9
2002,6,131,M,M,4
2002,6,152,M,M,4
2002,6,165,M,M,4
2002,6,226,M,M,5
2002,6,84,M,M,1
2002,6,101,M,M,1
2002,6,143,M,M,4
2002,6,160,M,M,4
2002,6,158,M,M,4
2002,6,153,M,M,4
2002,6,162,M,M,4
2002,6,164,M,M,4
2002,6,160,M,M,4
2002,6,156,M,M,4
2002,6,147,M,M,4
2002,6,155,M,M,4
2002,6,148,M,M,4
2002,6,144,M,M,4
2002,6,180,M,M,4
2002,6,175,M,M,5
2002,6,148,M,M,4
2002,6,172,M,M,5
2002,6,281,M,M,11
2002,6,283,M,M,5
2002,6,216,M,M,6
2002,6,130,M,M,4
2002,6,78,M,M,1
2002,6,84,M,M,1
2003,6,55,M,I,1
2003,6,63,M,I,1
2003,6,56,M,I,1
2003,6,70,M,I,1
2003,6,55,M,I,1
2003,6,53,M,I,1
2003,6,66,M,I,1
2003,6,73,M,I,1
2003,6,80,M,I,1
2003,6,87,M,I,1
2003,6,63,M,I,1
2003,6,65,M,I,1
2003,6,67,M,I,1
2003,6,71,M,I,1
2003,6,72,M,I,1
2003,6,70,M,I,1
2003,6,83,M,I,1
2003,6,59,M,I,1
2003,6,91,M,I,1
2003,6,213,M,I,5
2003,6,110,M,I,2
2003,6,83,M,I,1
2003,6,147,M,M,5
2003,6,149,M,M,3
2003,6,250,M,M,5
2003,6,225,M,M,6
2003,6,185,M,M,5
2003,6,239,M,M,8
2003,6,194,M,M,5
2003,6,216,M,M,6
2003,6,205,M,M,5
2003,6,248,M,M,6
2003,6,271,M,M,5
2003,6,208,M,M,6
2003,6,203,M,M,5
2003,6,199,M,M,5
2003,6,200,M,M,5
2003,6,267,M,M,8
2003,6,274,M,M,9
2003,6,256,M,M,6
2003,6,159,M,M,5
2003,6,180,M,M,7
2003,6,161,M,M,5
2003,6,243,M,M,5
2003,6,255,M,M,6
2003,6,260,M,M,11
2003,6,202,M,M,5
2003,6,198,M,M,5
2003,6,195,M,M,6
2003,6,205,M,M,7
2003,6,133,M,M,2
2003,6,205,M,M,5
2003,6,236,M,M,6
2003,6,175,M,M,5
2003,6,305,M,M,8
2003,6,172,M,M,5
2003,6,194,M,M,5
2003,6,232,M,M,7
2003,6,286,M,M,5
2003,6,235,M,M,5
2003,6,155,M,M,3
2003,6,180,M,M,5
2003,6,167,M,M,5
2003,6,148,M,M,2
2003,6,257,M,M,9
2003,6,159,M,M,5
2003,6,232,M,M,5
2003,6,178,M,M,5
2003,6,159,M,M,5
2003,6,179,M,M,5
2003,6,210,M,M,5
2003,6,194,M,M,5
2003,6,235,M,M,6
2003,6,169,M,M,5
2003,6,195,M,M,6
2003,6,244,M,M,8
2003,6,138,M,M,2
2003,6,192,M,M,5
2003,6,183,M,M,5
2003,6,155,M,M,5
2003,6,183,M,M,5
2003,6,191,M,M,5
2003,6,175,M,M,5
2003,6,154,M,M,4
2003,6,180,M,M,5
2003,6,162,M,M,5
2003,6,187,M,M,7
2003,6,151,M,M,5
2003,6,144,M,M,3
2003,6,161,M,M,5
2003,6,145,M,M,5
2003,6,154,M,M,5
2003,6,125,M,M,2
2003,6,140,M,M,2
2003,6,127,M,M,2
2003,6,155,M,M,5
2003,6,245,M,M,7
2003,6,226,M,M,6
2003,6,216,M,M,5
2003,6,205,M,M,5
2003,6,207,M,M,5
2004,6,60,M,I,1
2004,6,62,M,I,1
2004,6,68,M,I,1
2004,6,158,M,I,3
2004,6,70,M,I,1
2004,6,70,M,I,1
2004,6,55,M,I,1
2004,6,83,M,I,1
2004,6,49,M,I,1
2004,6,71,M,I,1
2004,6,77,M,I,1
2004,6,136,M,I,2
2004,6,104,M,I,2
2004,6,105,M,I,2
2004,6,110,M,I,2
2004,6,117,M,I,2
2004,6,101,M,I,2
2004,6,82,M,I,1
2004,6,65,M,I,1
2004,6,71,M,I,1
2004,6,60,M,I,1
2004,6,58,M,I,1
2004,6,59,M,I,1
2004,6,59,M,I,1
2004,6,59,M,I,1
2004,6,285,M,M,6
2004,6,200,M,M,6
2004,6,195,M,M,6
2004,6,230,M,M,6
2004,6,164,M,M,6
2004,6,242,M,M,8
2004,6,199,M,M,3
2004,6,213,M,M,6
2004,6,199,M,M,6
2004,6,200,M,M,6
2004,6,195,M,M,7
2004,6,186,M,M,5
2004,6,199,M,M,6
2004,6,195,M,M,8
2004,6,205,M,M,6
2004,6,192,M,M,7
2004,6,193,M,M,6
2004,6,165,M,M,6
2004,6,162,M,M,5
2004,6,165,M,M,4
2004,6,156,M,M,4
2004,6,176,M,M,6
2004,6,104,M,M,2
2004,6,119,M,M,2
2004,6,115,M,M,2
2004,6,110,M,M,2
2004,6,139,M,M,6
2004,6,155,M,M,4
2004,6,157,M,M,6
2004,6,176,M,M,5
2004,6,155,M,M,6
2004,6,124,M,M,3
2004,6,121,M,M,3
2004,6,120,M,M,2
2004,6,170,M,M,6
2004,6,122,M,M,2
2004,6,165,M,M,6
2004,6,189,M,M,6
2004,6,120,M,M,2
2004,6,166,M,M,6
2004,6,158,M,M,6
2004,6,173,M,M,6
2004,6,133,M,M,2
2004,6,156,M,M,3
2004,6,130,M,M,3
2004,6,96,M,M,2
2004,6,120,M,M,2
2004,6,142,M,M,2
2004,6,133,M,M,2
2004,6,123,M,M,2
2004,6,120,M,M,2
2004,6,96,M,M,2
2004,6,105,M,M,2
2004,6,99,M,M,2
2004,6,98,M,M,2
2004,6,169,M,M,6
2004,6,147,M,M,6
2004,6,159,M,M,6
2004,6,164,M,M,5
2004,6,160,M,M,6
2004,6,170,M,M,6
2004,6,176,M,M,6
2004,6,170,M,M,6
2004,6,157,M,M,6
2004,6,135,M,M,3
2004,6,187,M,M,6
2004,6,184,M,M,6
2004,6,130,M,M,2
2004,6,145,M,M,4
2004,6,98,M,M,2
2004,6,84,M,M,1
2004,6,133,M,M,3
2004,6,299,M,M,7
2004,6,204,M,M,6
2004,6,206,M,M,6
2004,6,218,M,M,6
2004,6,148,M,M,3
2004,6,140,M,M,3
2004,6,136,M,M,2
2004,6,225,M,M,3
2004,6,239,M,M,5
2004,6,227,M,M,6
2004,6,217,M,M,6
2004,6,210,M,M,5
2005,6,103,M,I,3
2005,6,124,M,I,3
2005,6,92,M,I,2
2005,6,89,M,I,2
2005,6,94,M,I,2
2005,6,113,M,I,2
2005,6,117,M,I,2
2005,6,120,M,I,3
2005,6,107,M,I,2
2005,6,104,M,I,2
2005,6,114,M,I,2
2005,6,57,M,I,1
2005,6,69,M,I,1
2005,6,64,M,I,1
2005,6,104,M,I,3
2005,6,77,M,I,1
2005,6,85,M,I,2
2005,6,74,M,I,1
2005,6,75,M,I,1
2005,6,70,M,I,1
2005,6,70,M,I,1
2005,6,61,M,I,1
2005,6,69,M,I,1
2005,6,66,M,I,1
2005,6,57,M,I,1
2005,6,88,M,I,2
2005,6,87,M,I,2
2005,6,59,M,I,1
2005,6,58,M,I,1
2005,6,83,M,I,1
2005,6,134,M,M,3
2005,6,90,M,M,2
2005,6,95,M,M,2
2005,6,113,M,M,2
2005,6,135,M,M,3
2005,6,119,M,M,2
2005,6,125,M,M,3
2005,6,143,M,M,3
2005,6,132,M,M,3
2005,6,125,M,M,3
2005,6,146,M,M,3
2005,6,156,M,M,3
2005,6,165,M,M,7
2005,6,164,M,M,7
2005,6,194,M,M,7
2005,6,162,M,M,5
2005,6,143,M,M,3
2005,6,113,M,M,3
2005,6,174,M,M,4
2005,6,112,M,M,2
2005,6,180,M,M,3
2005,6,173,M,M,7
2005,6,153,M,M,3
2005,6,125,M,M,3
2005,6,122,M,M,3
2005,6,139,M,M,3
2005,6,96,M,M,2
2005,6,128,M,M,3
2005,6,166,M,M,7
2005,6,172,M,M,7
2005,6,206,M,M,7
2005,6,185,M,M,3
2005,6,212,M,M,7
2005,6,165,M,M,7
2005,6,150,M,M,4
2005,6,207,M,M,10
2005,6,145,M,M,3
2005,6,105,M,M,2
2005,6,160,M,M,3
2005,6,130,M,M,2
2005,6,113,M,M,2
2005,6,108,M,M,2
2005,6,150,M,M,3
2005,6,124,M,M,4
2005,6,153,M,M,3
2005,6,127,M,M,2
2005,6,119,M,M,3
2005,6,203,M,M,7
2005,6,205,M,M,7
2005,6,221,M,M,7
2005,6,200,M,M,7
2005,6,221,M,M,4
2005,6,202,M,M,7
2005,6,224,M,M,7
2005,6,221,M,M,4
2005,6,143,M,M,3
2005,6,178,M,M,7
2005,6,170,M,M,3
2005,6,100,M,M,2
2005,6,156,M,M,3
2005,6,184,M,M,5
2005,6,188,M,M,7
2005,6,176,M,M,7
2005,6,230,M,M,7
2005,6,210,M,M,7
2005,6,270,M,M,7
2005,6,185,M,M,7
2005,6,195,M,M,7
2005,6,256,M,M,7
2005,6,195,M,M,7
2005,6,212,M,M,7
2005,6,190,M,M,7
2005,6,189,M,M,7
2005,6,210,M,M,7
2005,6,200,M,M,7
2005,6,240,M,M,7
2005,6,167,M,M,5
2005,6,224,M,M,7
2005,6,171,M,M,7
2005,6,170,M,M,7
2005,6,201,M,M,7
2005,6,186,M,M,7
2005,6,107,M,M,2
2005,6,153,M,M,4
2005,6,167,M,M,7
2005,6,156,M,M,5
2005,6,182,M,M,7
2005,6,177,M,M,4
2005,6,168,M,M,7
2005,6,152,M,M,3
2005,6,105,M,M,2
2005,6,203,M,M,8
2005,6,267,M,M,7
2005,6,288,M,M,7
2005,6,210,M,M,7
2005,6,184,M,M,7
2006,6,90,M,I,2
2006,6,69,M,I,1
2006,6,75,M,I,1
2006,6,70,M,I,1
2006,6,96,M,I,3
2006,6,71,M,I,1
2006,6,86,M,I,2
2006,6,67,M,I,1
2006,6,74,M,I,1
2006,6,65,M,I,1
2006,6,67,M,I,1
2006,6,61,M,I,1
2006,6,140,M,M,4
2006,6,203,M,M,7
2006,6,90,M,M,2
2006,6,111,M,M,2
2006,6,178,M,M,4
2006,6,132,M,M,3
2006,6,106,M,M,2
2006,6,131,M,M,3
2006,6,148,M,M,3
2006,6,101,M,M,2
2006,6,149,M,M,4
2006,6,121,M,M,2
2006,6,72,M,M,1
2006,6,114,M,M,2
2006,6,116,M,M,2
2006,6,233,M,M,6
2006,6,280,M,M,8
2006,6,134,M,M,3
2006,6,280,M,M,8
2006,6,192,M,M,5
2006,6,191,M,M,5
2006,6,188,M,M,6
2006,6,213,M,M,8
2006,6,193,M,M,6
2006,6,204,M,M,6
2006,6,241,M,M,9
2006,6,196,M,M,6
2006,6,208,M,M,7
2006,6,137,M,M,3
2006,6,272,M,M,8
2006,6,186,M,M,5
2006,6,224,M,M,8
2006,6,225,M,M,7
2006,6,235,M,M,9
2006,6,285,M,M,8
2006,6,273,M,M,8
2006,6,90,M,M,2
2006,6,105,M,M,2
2006,6,137,M,M,3
2006,6,108,M,M,2
2006,6,237,M,M,9
2006,6,170,M,M,4
2006,6,265,M,M,9
2006,6,116,M,M,2
2006,6,112,M,M,2
2006,6,142,M,M,3
2006,6,184,M,M,6
2006,6,160,M,M,3
2006,6,182,M,M,5
2006,6,166,M,M,4
2006,6,205,M,M,6
2006,6,187,M,M,4
2006,6,144,M,M,4
2006,6,157,M,M,3
2006,6,166,M,M,3
2006,6,158,M,M,3
2006,6,158,M,M,3
2006,6,150,M,M,3
2006,6,129,M,M,3
2006,6,154,M,M,3
2006,6,172,M,M,4
2006,6,173,M,M,3
2006,6,168,M,M,4
2006,6,134,M,M,3
2006,6,123,M,M,3
2006,6,102,M,M,2
2006,6,139,M,M,3
2006,6,289,M,M,8
2006,6,83,M,M,2
2006,6,216,M,M,8
2006,6,164,M,M,4
2006,6,247,M,M,8
2006,6,139,M,M,3
2006,6,134,M,M,3
2006,6,142,M,M,3
2006,6,141,M,M,3
2006,6,142,M,M,3
2006,6,152,M,M,3
2006,6,128,M,M,3
2006,6,197,M,M,7
2006,6,216,M,M,8
2006,6,205,M,M,6
2006,6,190,M,M,7
2006,6,258,M,M,8
2006,6,221,M,M,8
2006,6,243,M,M,8
2006,6,210,M,M,8
2006,6,274,M,M,8
2006,6,196,M,M,7
2006,6,210,M,M,7
2006,6,192,M,M,6
2006,6,204,M,M,8
2006,6,185,M,M,6
2006,6,218,M,M,7
2006,6,222,M,M,9
2006,6,208,M,M,6
2006,6,195,M,M,6
2006,6,262,M,M,8
2006,6,248,M,M,8
2006,6,206,M,M,7
2006,6,127,M,M,3
2006,6,211,M,M,8
2006,6,208,M,M,6
2006,6,226,M,M,8
2006,6,256,M,M,9
2006,6,236,M,M,9
2006,6,233,M,M,8
2006,6,248,M,M,8
2006,6,185,M,M,5
2007,6,71,M,I,1
2007,6,81,M,I,1
2007,6,78,M,I,1
2007,6,78,M,I,1
2007,6,75,M,I,1
2007,6,78,M,I,1
2007,6,86,M,I,1
2007,6,71,M,I,1
2007,6,75,M,I,1
2007,6,77,M,I,1
2007,6,87,M,I,1
2007,6,81,M,I,1
2007,6,85,M,I,1
2007,6,68,M,I,1
2007,6,69,M,I,1
2007,6,89,M,I,1
2007,6,164,M,M,6
2007,6,176,M,M,6
2007,6,199,M,M,11
2007,6,152,M,M,6
2007,6,115,M,M,2
2007,6,100,M,M,2
2007,6,106,M,M,1
2007,6,108,M,M,2
2007,6,142,M,M,5
2007,6,117,M,M,2
2007,6,153,M,M,6
2007,6,194,M,M,8
2007,6,140,M,M,5
2007,6,121,M,M,2
2007,6,160,M,M,5
2007,6,122,M,M,3
2007,6,105,M,M,2
2007,6,97,M,M,2
2007,6,138,M,M,7
2007,6,115,M,M,2
2007,6,144,M,M,4
2007,6,168,M,M,5
2007,6,110,M,M,2
2007,6,140,M,M,5
2007,6,133,M,M,2
2007,6,125,M,M,3
2007,6,133,M,M,3
2007,6,129,M,M,3
2007,6,109,M,M,2
2007,6,135,M,M,4
2007,6,107,M,M,2
2007,6,153,M,M,6
2007,6,150,M,M,4
2007,6,135,M,M,4
2007,6,195,M,M,8
2007,6,253,M,M,6
2007,6,180,M,M,6
2007,6,212,M,M,9
2007,6,167,M,M,5
2007,6,173,M,M,6
2007,6,199,M,M,8
2007,6,170,M,M,6
2007,6,163,M,M,4
2007,6,194,M,M,7
2007,6,211,M,M,7
2007,6,222,M,M,5
2007,6,244,M,M,9
2007,6,223,M,M,7
2007,6,211,M,M,10
2007,6,154,M,M,5
2007,6,176,M,M,6
2007,6,150,M,M,5
2007,6,130,M,M,4
2007,6,254,M,M,12
2007,6,160,M,M,6
2007,6,132,M,M,4
2007,6,146,M,M,6
2007,6,129,M,M,3
2007,6,160,M,M,6
2007,6,150,M,M,5
2007,6,152,M,M,6
2007,6,144,M,M,4
2007,6,108,M,M,2
2007,6,228,M,M,8
2007,6,150,M,M,4
2007,6,160,M,M,5
2007,6,132,M,M,4
2007,6,212,M,M,9
2007,6,142,M,M,5
2007,6,128,M,M,3
2007,6,128,M,M,2
2007,6,117,M,M,2
2007,6,130,M,M,5
2007,6,177,M,M,6
2007,6,145,M,M,5
2007,6,145,M,M,5
2007,6,100,M,M,2
2007,6,110,M,M,2
2007,6,129,M,M,3
2007,6,120,M,M,3
2007,6,110,M,M,4
2007,6,111,M,M,3
2007,6,160,M,M,5
2007,6,279,M,M,9
2007,6,210,M,M,7
2007,6,250,M,M,9
2007,6,112,M,M,2
2007,6,86,M,M,1
2007,6,106,M,M,2
2007,6,90,M,M,1
2007,6,86,M,M,1
2007,6,86,M,M,1
2007,6,218,M,M,8
2007,6,74,M,M,1
2007,6,176,M,M,7
2007,6,99,M,M,1
2007,6,201,M,M,13
2007,6,240,M,M,9
2008,6,65,M,I,1
2008,6,72,M,I,1
2008,6,66,M,I,1
2008,6,116,M,I,3
2008,6,117,M,I,3
2008,6,129,M,I,4
2008,6,110,M,I,2
2008,6,112,M,I,3
2008,6,106,M,I,3
2008,6,104,M,I,2
2008,6,75,M,I,1
2008,6,102,M,I,2
2008,6,76,M,I,1
2008,6,77,M,I,1
2008,6,76,M,I,1
2008,6,65,M,I,1
2008,6,81,M,I,1
2008,6,83,M,I,2
2008,6,80,M,I,1
2008,6,68,M,I,1
2008,6,69,M,I,1
2008,6,80,M,I,2
2008,6,80,M,I,1
2008,6,234,M,M,8
2008,6,200,M,M,7
2008,6,129,M,M,3
2008,6,214,M,M,7
2008,6,205,M,M,8
2008,6,120,M,M,4
2008,6,130,M,M,4
2008,6,139,M,M,3
2008,6,155,M,M,4
2008,6,150,M,M,4
2008,6,157,M,M,5
2008,6,155,M,M,4
2008,6,122,M,M,3
2008,6,140,M,M,5
2008,6,95,M,M,2
2008,6,134,M,M,4
2008,6,130,M,M,4
2008,6,142,M,M,4
2008,6,139,M,M,4
2008,6,125,M,M,3
2008,6,164,M,M,5
2008,6,139,M,M,4
2008,6,135,M,M,4
2008,6,152,M,M,4
2008,6,105,M,M,3
2008,6,140,M,M,4
2008,6,146,M,M,4
2008,6,129,M,M,4
2008,6,122,M,M,4
2008,6,121,M,M,4
2008,6,120,M,M,4
2008,6,152,M,M,5
2008,6,130,M,M,5
2008,6,102,M,M,2
